Bph1/9-2	Bph1/9-9	93.13	800	52	1	1	797	1	800	0.0	1170
Bph1/9-7	Bph1/9-7	100.00	3645	0	0	1	3645	1	3645	0.0	6732
Bph1/9-7	Bph1/9-1	97.12	3676	68	15	1	3639	1	3675	0.0	6167
Bph1/9-7	Bph1/9-2	94.95	3647	164	12	1	3634	1	3640	0.0	5698
Bph1/9-7	Bph1/9-9	93.97	2868	120	14	815	3645	770	3621	0.0	4289
Bph1/9-7	Bph1/9-9	93.13	800	52	1	1	797	1	800	0.0	1170
Bph1/9-9	Bph1/9-9	100.00	3621	0	0	1	3621	1	3621	0.0	6687
Bph1/9-9	Bph1/9-1	96.38	2870	83	7	770	3621	815	3681	0.0	4704
Bph1/9-9	Bph1/9-1	93.00	800	53	1	1	800	1	797	0.0	1164
Bph1/9-9	Bph1/9-7	93.97	2868	120	14	770	3621	815	3645	0.0	4289
Bph1/9-9	Bph1/9-7	93.13	800	52	1	1	800	1	797	0.0	1170
Bph1/9-9	Bph1/9-2	91.82	2664	187	14	770	3410	815	3470	0.0	3683
Bph1/9-9	Bph1/9-2	93.13	800	52	1	1	800	1	797	0.0	1170
Bph14	Bph14	100.00	3972	0	0	1	3972	1	3972	0.0	7336
Bph14	Pm3b	74.69	1474	329	29	1	1458	1	1446	2e-176	616
Bph14	Pm3a	74.02	1474	339	29	1	1458	1	1446	9e-160	560
Bph14	Pm3k	74.00	1473	339	29	1	1457	1	1445	3e-159	558
Bph14	Pm3g	74.00	1473	339	29	1	1457	1	1445	3e-159	558
Bph14	Pm3f	74.00	1473	339	29	1	1457	1	1445	3e-159	558
Bph14	Pm3e	74.00	1473	339	29	1	1457	1	1445	3e-159	558
Bph14	Pm3d	74.00	1473	339	29	1	1457	1	1445	3e-159	558
Bph14	Pm3c	74.00	1473	339	29	1	1457	1	1445	3e-159	558
Bph14	Pm3CS	74.00	1473	339	29	1	1457	1	1445	3e-159	558
Bs2	Bs2	100.00	2718	0	0	1	2718	1	2718	0.0	5020
Bs4	Bs4	100.00	3441	0	0	1	3441	1	3441	0.0	6355
Bs4	N	75.77	1684	336	53	50	1697	26	1673	0.0	784
Bs4	N	76.05	1052	213	31	1789	2826	1686	2712	8e-145	510
Bs4	N	75.40	439	83	18	2899	3314	2872	3308	4e-048	189
CAR1	CAR1	100.00	2574	0	0	1	2574	1	2574	0.0	4754
CD3.1	CD3.1	100.00	2766	0	0	1	2766	1	2766	0.0	5108
CHS1	CHS1	100.00	1263	0	0	1	1263	1	1263	0.0	2333
CHS3	CHS3	100.00	4842	0	0	1	4842	1	4842	0.0	8942
CHS3	RRS1B	72.15	1691	407	46	442	2097	364	2025	5e-128	455
CSA1	CSA1	100.00	3594	0	0	1	3594	1	3594	0.0	6637
CW9	CW9	100.00	2690	0	0	1	2690	1	2690	0.0	4968
CW9	Hrt1	72.56	379	73	24	2321	2684	2350	2712	7e-020	95.3
CW9	RCY1	71.77	372	88	13	2321	2684	2341	2703	3e-018	89.8
CW9	RPP8	71.66	374	85	16	2321	2684	2341	2703	2e-016	84.2
CW9	rpp8_sus	74.01	227	43	12	2466	2684	2491	2709	7e-015	78.7
CaMi	CaMi	100.00	3774	0	0	1	3774	1	3774	0.0	6970
CaMi	Mi-1	99.68	3774	12	0	1	3774	1	3774	0.0	6903
CaMi	Rpi-blb2	88.85	3813	377	22	1	3774	1	3804	0.0	4643
CaPtr1	CaPtr1	100.00	2484	0	0	1	2484	1	2484	0.0	4588
CaPtr1	StrPtr1	94.02	2475	142	1	1	2475	1	2469	0.0	3746
CaPtr1	Ptr1	93.65	2205	134	1	271	2475	1	2199	0.0	3291
CaPtr1	NtomPtr1	89.81	2484	244	4	1	2484	1	2475	0.0	3177
CaPtr1	NitabPtr1	89.73	2484	246	4	1	2484	1	2475	0.0	3166
CaPtr1	NiattPtr1	89.69	2484	247	4	1	2484	97	2571	0.0	3160
CaPtr1	NbPtr1	89.29	2484	257	4	1	2484	1	2475	0.0	3105
CcRpp1	CcRpp1	100.00	2778	0	0	1	2778	1	2778	0.0	5131
DAR5	DAR5	100.00	2109	0	0	1	2109	1	2109	0.0	3895
DM10^Col-0	DM10^Col-0	100.00	3141	0	0	1	3141	1	3141	0.0	5801
DM10^Col-0	WRR9^Hi-0	78.06	2990	587	46	49	3008	58	3008	0.0	1823
DM2h^Ler	DM2h^Ler	100.00	3624	0	0	1	3624	1	3624	0.0	6693
DM2h^Ler	Dm2h^Bla-1	97.71	3490	74	3	1	3487	1	3487	0.0	5997
DM2h^Ler	RPP1-WsB	93.02	2692	133	26	1	2690	1	2639	0.0	3879
DM2h^Ler	RPP1-WsB	89.11	698	36	11	2795	3487	2981	3643	0.0	832
DM2h^Ler	RPP1-WsB	85.06	87	13	0	2686	2772	2707	2793	5e-018	89.8
DM2h^Ler	RPP1-ZdrA	92.29	2374	137	17	1	2360	1	2342	0.0	3328
DM2h^Ler	RPP1-ZdrA	88.27	699	43	16	2795	3487	3716	4381	0.0	800
DM2h^Ler	RPP1-ZdrA	89.19	481	50	2	2208	2687	2682	3161	2e-171	599
DM2h^Ler	RPP1-ZdrA	83.33	486	69	12	2211	2690	2334	2813	4e-123	438
DM2h^Ler	RPP1-ZdrA	78.27	520	89	20	2184	2690	2869	3377	2e-085	313
DM2h^Ler	RPP1-WsC	90.21	2585	204	30	222	2774	183	2750	0.0	3326
DM2h^Ler	RPP1-WsC	93.40	379	22	2	2795	3170	2936	3314	3e-159	558
DM2h^Ler	RPP1-WsC	88.09	277	15	8	3211	3487	3388	3646	2e-085	313
DM2h^Ler	RPP1-WsC	97.18	142	4	0	1	142	1	142	1e-063	241
DM2h^Ler	RPP1-WsC	83.19	238	34	5	2453	2687	2357	2591	3e-055	213
DM2h^Ler	RPP1-WsA	90.70	2517	201	15	183	2690	57	2549	0.0	3321
DM2h^Ler	RPP1-WsA	88.52	697	36	19	2795	3487	2891	3547	0.0	804
DM2h^Ler	RPP1-WsA	87.78	90	5	2	2686	2772	2617	2703	2e-021	100
DM2h^Ler	RPP1-EstA	92.10	2366	145	19	1	2360	1	2330	0.0	3295
DM2h^Ler	RPP1-EstA	88.24	697	44	16	2795	3487	3704	4366	0.0	798
DM2h^Ler	RPP1-EstA	89.19	481	50	2	2208	2687	2670	3149	2e-171	599
DM2h^Ler	RPP1-EstA	83.33	486	69	12	2211	2690	2322	2801	4e-123	438
DM2h^Ler	RPP1-EstA	78.27	520	89	20	2184	2690	2857	3365	2e-085	313
DM2h^Ler	Dm2h^Uk-1	92.47	2230	136	6	183	2396	57	2270	0.0	3158
DM2h^Ler	Dm2h^Uk-1	83.97	237	38	0	2454	2690	2190	2426	9e-060	228
DM2h^Ler	Dm2h^Uk-1	87.64	89	7	3	2686	2772	2494	2580	2e-021	100
DM2h^Ler	RPP1-NdA	88.51	2281	216	19	1	2270	1	2246	0.0	2719
DM2h^Ler	RPP1-NdA	86.41	640	38	25	2795	3429	2867	3462	0.0	654
DM2h^Ler	RPP1-NdA	86.73	226	30	0	2465	2690	2300	2525	5e-067	252
DM2h^Ler	RPP1-NdA	73.09	472	98	25	2317	2772	2221	2679	1e-033	141
DM2h^Ler	Dm2d^Uk-1	90.39	1499	137	5	183	1679	57	1550	0.0	1964
DM2h^Ler	Dm2d^Uk-1	89.71	1011	94	8	1688	2690	1592	2600	0.0	1282
DM2h^Ler	Dm2d^Uk-1	86.35	608	54	17	2795	3389	3017	3608	0.0	636
DM2h^Ler	Dm2d^Uk-1	86.67	90	6	4	2686	2772	2740	2826	1e-019	95.3
DM2h^Ler	Dm2d^Uk-1	100.00	34	0	0	3394	3427	3601	3634	3e-010	63.9
DSC1	DSC1	100.00	3660	0	0	1	3660	1	3660	0.0	6759
DSC2	DSC2	100.00	3633	0	0	1	3633	1	3633	0.0	6709
Dm1^Uk-3	Dm1^Uk-3	100.00	3204	0	0	1	3204	1	3204	0.0	5917
Dm1^Uk-3	SSI4	91.54	3193	236	15	17	3204	5	3168	0.0	4370
Dm1^Uk-3	RPP2A	91.84	49	3	1	877	924	846	894	2e-011	67.6
Dm2d^Uk-1	Dm2d^Uk-1	100.00	3651	0	0	1	3651	1	3651	0.0	6743
Dm2d^Uk-1	RPP1-WsA	93.41	1548	97	3	1	1544	1	1547	0.0	2289
Dm2d^Uk-1	RPP1-WsA	90.28	1029	80	9	1592	2613	1547	2562	0.0	1328
Dm2d^Uk-1	RPP1-WsA	88.43	1063	87	22	2578	3634	2455	3487	0.0	1249
Dm2d^Uk-1	RPP1-NdA	94.02	1489	78	5	63	1544	180	1664	0.0	2246
Dm2d^Uk-1	RPP1-NdA	88.96	1060	84	20	2578	3634	2431	3460	0.0	1279
Dm2d^Uk-1	RPP1-NdA	86.78	590	70	6	1592	2180	1664	2246	0.0	651
Dm2d^Uk-1	RPP1-NdA	93.72	239	15	0	2375	2613	2300	2538	3e-099	359
Dm2d^Uk-1	RPP1-NdA	95.70	93	4	0	2226	2318	2220	2312	2e-036	150
Dm2d^Uk-1	Dm2h^Uk-1	92.53	1552	103	9	1	1544	1	1547	0.0	2211
Dm2d^Uk-1	Dm2h^Uk-1	89.25	716	68	6	1592	2298	1547	2262	0.0	887
Dm2d^Uk-1	Dm2h^Uk-1	86.96	299	35	4	2578	2874	2332	2628	2e-091	333
Dm2d^Uk-1	Dm2h^Uk-1	97.28	184	5	0	2430	2613	2256	2439	3e-085	313
Dm2d^Uk-1	RPP1-WsC	92.90	1478	101	4	69	1544	156	1631	0.0	2145
Dm2d^Uk-1	RPP1-WsC	89.91	823	75	5	2578	3398	2500	3316	0.0	1053
Dm2d^Uk-1	RPP1-WsC	90.25	790	66	8	1594	2373	1648	2436	0.0	1022
Dm2d^Uk-1	RPP1-WsC	86.61	254	28	5	2363	2613	2357	2607	3e-074	276
Dm2d^Uk-1	RPP1-WsC	88.12	202	18	5	3433	3634	3391	3586	6e-062	235
Dm2d^Uk-1	RPP1-WsB	91.62	1492	120	5	78	1566	176	1665	0.0	2058
Dm2d^Uk-1	RPP1-WsB	91.85	1055	65	15	1566	2613	1612	2652	0.0	1452
Dm2d^Uk-1	RPP1-WsB	85.01	1294	133	40	2361	3634	2331	3583	0.0	1258
Dm2d^Uk-1	RPP1-EstA	90.92	1486	127	6	63	1544	189	1670	0.0	1989
Dm2d^Uk-1	RPP1-EstA	87.64	1060	104	19	2578	3634	3271	4306	0.0	1206
Dm2d^Uk-1	RPP1-EstA	86.91	680	69	11	1592	2270	1670	2330	0.0	745
Dm2d^Uk-1	RPP1-EstA	90.59	478	43	2	2118	2594	2670	3146	0.0	632
Dm2d^Uk-1	RPP1-EstA	90.31	382	33	3	2226	2605	2427	2806	6e-141	497
Dm2d^Uk-1	RPP1-EstA	95.24	231	11	0	2383	2613	3148	3378	2e-101	366
Dm2d^Uk-1	RPP1-ZdrA	90.91	1485	127	6	64	1544	202	1682	0.0	1988
Dm2d^Uk-1	RPP1-ZdrA	88.21	1060	101	16	2578	3634	3283	4321	0.0	1243
Dm2d^Uk-1	RPP1-ZdrA	86.91	680	69	11	1592	2270	1682	2342	0.0	745
Dm2d^Uk-1	RPP1-ZdrA	90.59	478	43	2	2118	2594	2682	3158	0.0	632
Dm2d^Uk-1	RPP1-ZdrA	90.31	382	33	3	2226	2605	2439	2818	6e-141	497
Dm2d^Uk-1	RPP1-ZdrA	95.24	231	11	0	2383	2613	3160	3390	2e-101	366
Dm2d^Uk-1	DM2h^Ler	90.39	1499	137	5	57	1550	183	1679	0.0	1964
Dm2d^Uk-1	DM2h^Ler	89.71	1011	94	8	1592	2600	1688	2690	0.0	1282
Dm2d^Uk-1	DM2h^Ler	86.35	608	54	17	3017	3608	2795	3389	0.0	636
Dm2d^Uk-1	DM2h^Ler	86.67	90	6	4	2740	2826	2686	2772	1e-019	95.3
Dm2d^Uk-1	DM2h^Ler	100.00	34	0	0	3601	3634	3394	3427	3e-010	63.9
Dm2d^Uk-1	Dm2h^Bla-1	90.33	1499	138	5	57	1550	183	1679	0.0	1958
Dm2d^Uk-1	Dm2h^Bla-1	90.60	1011	85	7	1592	2600	1688	2690	0.0	1332
Dm2d^Uk-1	Dm2h^Bla-1	86.51	608	53	16	3017	3608	2795	3389	0.0	641
Dm2d^Uk-1	Dm2h^Bla-1	90.80	87	8	0	2740	2826	2686	2772	2e-026	117
Dm2d^Uk-1	Dm2h^Bla-1	100.00	34	0	0	3601	3634	3394	3427	3e-010	63.9
Dm2h^Bla-1	Dm2h^Bla-1	100.00	3510	0	0	1	3510	1	3510	0.0	6482
Dm2h^Bla-1	DM2h^Ler	97.71	3490	74	3	1	3487	1	3487	0.0	5997
Dm2h^Bla-1	RPP1-WsB	93.24	2692	127	26	1	2690	1	2639	0.0	3912
Dm2h^Bla-1	RPP1-WsB	88.90	721	38	11	2795	3509	2981	3665	0.0	850
Dm2h^Bla-1	RPP1-WsB	91.95	87	7	0	2686	2772	2707	2793	4e-028	122
Dm2h^Bla-1	RPP1-WsA	91.02	2518	191	16	183	2690	57	2549	0.0	3365
Dm2h^Bla-1	RPP1-WsA	87.92	720	43	19	2795	3510	2891	3570	0.0	808
Dm2h^Bla-1	RPP1-WsA	91.43	105	9	0	2668	2772	2599	2703	9e-035	145
Dm2h^Bla-1	RPP1-ZdrA	90.21	2554	195	28	1	2534	1	2519	0.0	3280
Dm2h^Bla-1	RPP1-ZdrA	88.50	722	44	16	2795	3510	3716	4404	0.0	837
Dm2h^Bla-1	RPP1-ZdrA	90.02	481	46	2	2208	2687	2682	3161	4e-178	621
Dm2h^Bla-1	RPP1-ZdrA	90.19	377	33	3	2316	2690	2439	2813	4e-138	488
Dm2h^Bla-1	RPP1-ZdrA	79.81	520	81	21	2184	2690	2869	3377	1e-098	357
Dm2h^Bla-1	RPP1-EstA	90.02	2546	203	30	1	2534	1	2507	0.0	3247
Dm2h^Bla-1	RPP1-EstA	88.47	720	45	16	2795	3510	3704	4389	0.0	835
Dm2h^Bla-1	RPP1-EstA	90.02	481	46	2	2208	2687	2670	3149	4e-178	621
Dm2h^Bla-1	RPP1-EstA	90.19	377	33	3	2316	2690	2427	2801	4e-138	488
Dm2h^Bla-1	RPP1-EstA	79.81	520	81	21	2184	2690	2857	3365	1e-098	357
Dm2h^Bla-1	RPP1-WsC	89.62	2582	225	28	222	2774	183	2750	0.0	3243
Dm2h^Bla-1	RPP1-WsC	93.67	379	21	2	2795	3170	2936	3314	6e-161	564
Dm2h^Bla-1	RPP1-WsC	88.26	281	15	8	3211	3491	3388	3650	1e-087	320
Dm2h^Bla-1	RPP1-WsC	79.47	380	65	12	2316	2687	2217	2591	1e-068	257
Dm2h^Bla-1	RPP1-WsC	96.48	142	5	0	1	142	1	142	5e-062	235
Dm2h^Bla-1	Dm2h^Uk-1	91.93	2230	148	11	183	2396	57	2270	0.0	3092
Dm2h^Bla-1	Dm2h^Uk-1	87.34	237	30	0	2454	2690	2190	2426	4e-073	272
Dm2h^Bla-1	Dm2h^Uk-1	90.80	87	8	0	2686	2772	2494	2580	2e-026	117
Dm2h^Bla-1	RPP1-NdA	88.29	2281	221	19	1	2270	1	2246	0.0	2691
Dm2h^Bla-1	RPP1-NdA	85.94	640	41	25	2795	3429	2867	3462	0.0	638
Dm2h^Bla-1	RPP1-NdA	90.71	226	21	0	2465	2690	2300	2525	5e-082	302
Dm2h^Bla-1	RPP1-NdA	75.58	475	83	27	2316	2772	2220	2679	2e-052	204
Dm2h^Bla-1	Dm2d^Uk-1	90.33	1499	138	5	183	1679	57	1550	0.0	1958
Dm2h^Bla-1	Dm2d^Uk-1	90.60	1011	85	7	1688	2690	1592	2600	0.0	1332
Dm2h^Bla-1	Dm2d^Uk-1	86.51	608	53	16	2795	3389	3017	3608	0.0	641
Dm2h^Bla-1	Dm2d^Uk-1	90.80	87	8	0	2686	2772	2740	2826	2e-026	117
Dm2h^Bla-1	Dm2d^Uk-1	100.00	34	0	0	3394	3427	3601	3634	3e-010	63.9
Dm2h^Uk-1	Dm2h^Uk-1	100.00	2646	0	0	1	2646	1	2646	0.0	4887
Dm2h^Uk-1	RPP1-WsC	94.91	2220	89	11	69	2270	156	2369	0.0	3452
Dm2h^Uk-1	RPP1-WsC	92.51	374	28	0	2255	2628	2423	2796	1e-152	536
Dm2h^Uk-1	RPP1-NdA	90.48	2574	211	23	63	2628	180	2727	0.0	3365
Dm2h^Uk-1	RPP1-WsA	92.76	2322	138	20	1	2319	1	2295	0.0	3330
Dm2h^Uk-1	RPP1-WsA	86.97	445	50	3	2190	2627	2307	2750	6e-140	494
Dm2h^Uk-1	DM2h^Ler	92.47	2230	136	6	57	2270	183	2396	0.0	3158
Dm2h^Uk-1	DM2h^Ler	83.97	237	38	0	2190	2426	2454	2690	7e-060	228
Dm2h^Uk-1	DM2h^Ler	87.64	89	7	3	2494	2580	2686	2772	2e-021	100
Dm2h^Uk-1	RPP1-EstA	92.96	2174	119	17	63	2234	189	2330	0.0	3136
Dm2h^Uk-1	RPP1-EstA	88.41	440	47	4	2191	2628	3130	3567	6e-150	527
Dm2h^Uk-1	RPP1-EstA	92.86	168	12	0	2256	2423	2982	3149	7e-065	244
Dm2h^Uk-1	RPP1-EstA	80.00	275	48	6	2082	2354	2670	2939	2e-050	196
Dm2h^Uk-1	RPP1-EstA	85.39	178	22	3	2256	2431	2631	2806	5e-046	182
Dm2h^Uk-1	RPP1-ZdrA	92.96	2173	119	17	64	2234	202	2342	0.0	3134
Dm2h^Uk-1	RPP1-ZdrA	88.41	440	47	4	2191	2628	3142	3579	6e-150	527
Dm2h^Uk-1	RPP1-ZdrA	92.86	168	12	0	2256	2423	2994	3161	7e-065	244
Dm2h^Uk-1	RPP1-ZdrA	80.00	275	48	6	2082	2354	2682	2951	2e-050	196
Dm2h^Uk-1	RPP1-ZdrA	85.39	178	22	3	2256	2431	2643	2818	5e-046	182
Dm2h^Uk-1	RPP1-WsB	92.36	2199	133	14	78	2270	176	2345	0.0	3097
Dm2h^Uk-1	RPP1-WsB	84.57	551	73	12	2082	2628	2299	2841	1e-152	536
Dm2h^Uk-1	Dm2h^Bla-1	91.93	2230	148	11	57	2270	183	2396	0.0	3092
Dm2h^Uk-1	Dm2h^Bla-1	87.34	237	30	0	2190	2426	2454	2690	3e-073	272
Dm2h^Uk-1	Dm2h^Bla-1	90.80	87	8	0	2494	2580	2686	2772	2e-026	117
Dm2h^Uk-1	Dm2d^Uk-1	92.52	1551	105	7	1	1547	1	1544	0.0	2211
Dm2h^Uk-1	Dm2d^Uk-1	89.25	716	68	6	1547	2262	1592	2298	0.0	887
Dm2h^Uk-1	Dm2d^Uk-1	86.96	299	35	4	2332	2628	2578	2874	1e-091	333
Dm2h^Uk-1	Dm2d^Uk-1	97.28	184	5	0	2256	2439	2430	2613	2e-085	313
FB_MR5	FB_MR5	100.00	4167	0	0	1	4167	1	4167	0.0	7696
Fom-1	Fom-1	100.00	2139	0	0	1	2139	1	2139	0.0	3951
Fom-1	Prv^2	97.14	35	1	0	655	689	2857	2891	2e-009	60.2
Fom-2	Fom-2	100.00	3222	0	0	1	3222	1	3222	0.0	5951
Fom-2	Fom-2	95.56	45	2	0	1493	1537	1451	1495	4e-013	73.1
Fom-2	Fom-2	95.56	45	2	0	1451	1495	1493	1537	4e-013	73.1
GbaNA1	GbaNA1	100.00	2856	0	0	1	2856	1	2856	0.0	5275
GhDSC1	GhDSC1	100.00	3234	0	0	1	3234	1	3234	0.0	5973
GmKR3	GmKR3	100.00	1911	0	0	1	1911	1	1911	0.0	3530
Gpa2	Gpa2	100.00	2739	0	0	1	2739	1	2739	0.0	5059
Gpa2	Rx2	94.73	2711	129	6	1	2710	1	2698	0.0	4202
Gpa2	Rx	94.17	2711	141	7	1	2710	1	2695	0.0	4115
Gro1-4	Gro1-4	100.00	3411	0	0	1	3411	1	3411	0.0	6300
HRG1	HRG1	100.00	3156	0	0	1	3156	1	3156	0.0	5829
HRG1	RPP28	73.10	2093	494	45	148	2213	172	2222	0.0	682
HcMLA1	HcMLA1	100.00	2841	0	0	1	2841	1	2841	0.0	5247
HcMLA1	Sr50	87.33	2864	306	28	10	2825	10	2864	0.0	3225
HcMLA1	MLA18-1	86.85	2875	317	38	1	2825	1	2864	0.0	3158
HcMLA1	MLA16-1	86.69	2877	318	41	1	2825	1	2864	0.0	3131
HcMLA1	MLA25-1	86.60	2874	329	30	10	2832	10	2878	0.0	3123
HcMLA1	SrTA1662	86.02	2839	349	22	1	2797	1	2833	0.0	3000
HcMLA1	MLA13	85.11	2875	374	31	10	2841	10	2873	0.0	2889
HcMLA1	MLA36-1	85.05	2876	374	33	10	2841	10	2873	0.0	2878
HcMLA1	MLA30-1	85.04	2875	376	31	10	2841	10	2873	0.0	2878
HcMLA1	MLA18-2	84.95	2884	366	46	10	2841	10	2877	0.0	2859
HcMLA1	MLA1	84.89	2878	379	39	10	2841	10	2877	0.0	2854
HcMLA1	MLA27-1	84.84	2870	390	23	11	2841	11	2874	0.0	2848
HcMLA1	MLA27-2	84.90	2855	386	23	11	2826	11	2859	0.0	2843
HcMLA1	MLA28-1	84.90	2855	379	28	10	2820	10	2856	0.0	2837
HcMLA1	MLA35-1	84.92	2852	376	31	10	2816	10	2852	0.0	2835
HcMLA1	MLA7	84.76	2881	379	35	10	2841	10	2879	0.0	2833
HcMLA1	MLA8	84.87	2856	378	37	10	2820	10	2856	0.0	2832
HcMLA1	MLA39-1	84.81	2863	377	27	10	2825	10	2861	0.0	2824
HcMLA1	MLA6	84.74	2877	375	36	10	2839	10	2869	0.0	2822
HcMLA1	MLA34	84.82	2852	379	25	10	2816	10	2852	0.0	2819
HcMLA1	MLA2	84.75	2845	389	23	11	2816	11	2849	0.0	2808
HcMLA1	MLA9	84.74	2850	382	29	10	2816	10	2849	0.0	2804
HcMLA1	MLA23	84.72	2854	378	34	10	2816	10	2852	0.0	2802
HcMLA1	MLA37-1	84.70	2850	380	30	10	2816	10	2846	0.0	2796
HcMLA1	MLA10	84.60	2850	386	29	10	2816	10	2849	0.0	2782
HcMLA1	MLA12	84.51	2880	372	46	10	2832	10	2872	0.0	2780
HcMLA1	MLA3	84.40	2866	383	40	10	2825	10	2861	0.0	2758
HcMLA1	MLA22	84.34	2868	393	31	10	2832	10	2866	0.0	2758
HcMLA1	MLA32	84.95	2765	363	30	10	2731	10	2764	0.0	2752
HcMLA1	MLA19-1	84.29	2878	382	42	10	2832	10	2872	0.0	2747
HcMLA1	Sr33	84.29	2852	385	27	10	2816	10	2843	0.0	2726
HcMLA1	TmMLA1	83.91	2896	386	41	10	2841	10	2889	0.0	2693
HcMLA1	MLA31-1	83.94	2864	386	41	10	2827	10	2845	0.0	2673
Hero-A	Hero-A	100.00	3852	0	0	1	3852	1	3852	0.0	7114
Hrt1	Hrt1	100.00	2730	0	0	1	2730	1	2730	0.0	5042
Hrt1	rpp8_sus	95.83	2736	99	9	1	2730	1	2727	0.0	4407
Hrt1	RPP8	95.35	2734	110	8	1	2730	1	2721	0.0	4329
Hrt1	RCY1	95.25	2735	111	7	1	2730	1	2721	0.0	4313
Hrt1	LOV1	81.10	2773	429	59	1	2724	1	2727	0.0	2130
Hrt1	BjuWRR1	75.70	2778	529	108	1	2711	1	2699	0.0	1256
Hrt1	CW9	72.63	380	71	25	2350	2712	2321	2684	7e-020	95.3
HvPm3	HvPm3	100.00	3909	0	0	1	3909	1	3909	0.0	7219
HvPm3	Pm17	83.13	3771	578	37	1	3745	1	3739	0.0	3387
HvPm3	Pm8	83.66	2582	384	25	1	2575	1	2551	0.0	2396
HvPm3	Pm8	80.43	1211	203	15	2722	3900	2617	3825	0.0	893
HvPm3	Pm3b	86.10	2173	289	9	1	2165	1	2168	0.0	2327
HvPm3	Pm3a	85.83	2174	293	11	1	2165	1	2168	0.0	2294
HvPm3	Pm3a	82.58	993	169	3	2755	3745	2770	3760	0.0	872
HvPm3	Pm3g	85.73	2172	293	12	1	2165	1	2162	0.0	2278
HvPm3	Pm3c	85.72	2171	295	10	1	2165	1	2162	0.0	2278
HvPm3	Pm3CS	85.73	2172	293	12	1	2165	1	2162	0.0	2278
HvPm3	Pm3k	85.68	2172	294	12	1	2165	1	2162	0.0	2272
HvPm3	Pm3k	81.41	1038	189	3	2710	3745	2719	3754	0.0	845
HvPm3	Pm3e	85.68	2172	294	12	1	2165	1	2162	0.0	2272
